Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
hida beef vs kobe beef,JP,Japan,"Hida beef (Product), Kobe beef (Product)","AI Overview, Thumbnail, People also ask, Sitelinks",150,0,,7,0,1,https://www.tokyoweekender.com/food-and-drink/move-over-kobe-gourmands-are-heaping-praise-on-hida-beef/,AI Overview,2025-09-15 17:27:41,false,true,false,false,true,false
red shiso,JP,Japan,,"Thumbnail, Sitelinks, Video preview, Shopping",200,0,0.02,7,0,9,https://www.tokyoweekender.com/food-and-drink/what-is-shiso-japan-favorite-herb/,,2025-09-04 14:43:24,false,true,false,false,false,false
sex shop akihabara,JP,Japan,Akihabara (Location),"Sitelinks, Thumbnail, Video preview",150,17,,6,0,6,https://www.tokyoweekender.com/japan-life/ms-pop-life-a-visit-to-japans-biggest-sex-shop/,,2025-09-08 23:23:33,false,true,false,false,false,true
japanese dogs,JP,Japan,,"Thumbnail, People also ask, Sitelinks, Video preview",150,8,0.06,6,0,4,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japan-native-dog-breeds-shiba-akita-inu/,,2025-09-08 12:33:32,false,true,false,false,false,false
things to do this weekend tokyo,JP,Japan,Tokyo (Location),"Sitelinks, Video preview",100,16,,6,0,8,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/best-things-to-do-in-tokyo-weekend/,,2025-09-07 09:14:37,false,true,false,false,false,true
best lip balm japan,JP,Japan,Japan (Location),"Sitelinks, Video preview",100,0,,6,0,6,https://www.tokyoweekender.com/health-and-beauty/10-best-japanese-lip-balms/,,2025-09-13 15:55:55,false,true,true,false,false,false
famous chocolate in japan,JP,Japan,Japan (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",80,0,,6,0,6,https://www.tokyoweekender.com/food-and-drink/5-best-convenience-store-chocolates-to-try/,,2025-09-20 10:25:05,false,true,false,false,false,true
shopping street tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Local teaser, Sitelinks, Video preview",200,4,0.02,6,0,11,https://www.tokyoweekender.com/japan-life/shoutenguide-tokyos-best-shopping-streets/,,2025-09-09 06:53:53,false,true,false,false,false,true
kafunsho in english,JP,Japan,,"AI Overview, Thumbnail, People also ask",150,0,,6,0,8,https://www.tokyoweekender.com/japan-life/surviving-kafunsho-how-to-beat-hay-fever-in-japan/,,2025-09-13 05:04:36,false,true,false,false,false,false
vegetarian ramen tokyo,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Local teaser, People also ask, Sitelinks, Video preview",200,0,0.14,6,0,10,https://www.tokyoweekender.com/food-and-drink/best-vegan-ramen-in-tokyo/,,2025-09-04 17:34:14,false,true,false,false,false,true
kengo kuma tokyo,JP,Japan,"Kengo Kuma (Person), Tokyo (Location)","Thumbnail, Sitelinks, People also ask, Video preview",150,0,,6,0,8,https://www.tokyoweekender.com/art_and_culture/arts/new-kengo-kuma-buildings-japan/,,2025-09-03 11:51:56,false,true,false,false,false,true
japanese amulet,JP,Japan,,"People also ask, Sitelinks, Video preview",80,6,,6,0,5,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-lucky-charms-the-guide-to-omamori/,,2025-09-07 10:18:23,false,true,false,false,false,false
japanese charms,JP,Japan,,"Thumbnail, People also ask",80,4,,6,0,5,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japanese-lucky-charms-the-guide-to-omamori/,,2025-09-20 10:36:20,false,true,true,true,false,false
tunnel of light,JP,Japan,Tunnel of Light (Work),"Thumbnail, Video preview",150,4,,6,0,7,https://www.tokyoweekender.com/travel/tunnel-light-tokamachi-niigata/,,2025-09-07 03:08:55,false,true,false,false,false,false
shin kiba,JP,Japan,Shin-Kiba (Location),Thumbnail,150,0,0.30,6,0,3,https://www.tokyoweekender.com/japan-life/tokyos-lumberyard-13-things-to-see-and-do-in-shin-kiba/,,2025-09-21 21:25:15,false,true,false,false,false,true
events tokyo this weekend,JP,Japan,Tokyo (Location),"Sitelinks, AI Overview",80,10,0.54,6,0,7,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/best-things-to-do-in-tokyo-weekend/,,2025-09-07 09:43:10,false,true,false,false,false,true
kit kat store,JP,Japan,Kit Kat (Product),"Thumbnail, Sitelinks, Video preview",300,3,0.20,6,0,11,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-11 18:14:33,false,true,true,false,true,false
events tokyo,JP,Japan,Tokyo (Location),Sitelinks,400,19,0.26,6,0,10,https://www.tokyoweekender.com/event-calendar/,,2025-09-16 19:01:51,false,true,false,false,false,true
japanese makeup brands,JP,Japan,,"Sitelinks, People also ask, Thumbnail, Video preview, Shopping",50,2,0.30,6,0,4,https://www.tokyoweekender.com/health-and-beauty/5-most-popular-and-affordable-japanese-makeup-products/,,2025-09-08 00:08:19,false,true,true,false,false,false
recycling in japan,JP,Japan,Japan (Location),"Sitelinks, AI Overview, Thumbnail",40,3,0.65,6,0,2,https://www.tokyoweekender.com/japan-life/recycling-in-japan/,,2025-09-20 22:08:37,false,true,false,false,false,true
m's pop life,JP,Japan,M's Pop Life (Location),Knowledge panel,400,11,0.34,6,0,10,https://www.tokyoweekender.com/japan-life/ms-pop-life-a-visit-to-japans-biggest-sex-shop/,,2025-09-23 04:56:31,false,true,false,false,true,false
hatagaya,JP,Japan,Hatagaya (Location),"Thumbnail, People also ask, Knowledge panel",500,19,0.11,6,0,5,https://www.tokyoweekender.com/japan-life/tokyo-neighborhood-guide-hatagaya/,,2025-09-23 01:48:28,false,true,false,false,false,true
best face cream in japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Video preview",100,0,0.51,6,0,7,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-20 12:35:39,false,true,true,false,false,true
sexshop japan,JP,Japan,Japan (Location),"Local teaser, Bottom ads, Paid sitelinks",150,30,,6,0,11,https://www.tokyoweekender.com/japan-life/ms-pop-life-a-visit-to-japans-biggest-sex-shop/,,2025-09-07 19:23:04,false,true,true,true,false,false
tokyo prostitution,JP,Japan,Tokyo (Location),Sitelinks,100,31,,6,0,7,https://www.tokyoweekender.com/japan-life/news-and-opinion/the-kabukicho-scam-the-sex-workers-preying-on-tokyos-gullible/,,2025-09-15 11:09:34,false,true,false,false,false,true
clubbing in tokyo,JP,Japan,Tokyo (Location),"Sitelinks, Video preview",60,1,0.29,6,0,6,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-go-clubbing-in-tokyo-a-guide-to-the-citys-best-nightclubs/,,2025-09-10 15:36:19,false,true,false,false,false,true
host club,JP,Japan,,"People also ask, Sitelinks, Video preview",250,3,0.10,6,0,4,https://www.tokyoweekender.com/japan-life/news-and-opinion/visiting-a-host-club-in-tokyo/,,2025-09-02 00:16:59,false,true,false,false,false,false
japan chocolate,JP,Japan,Japan (Location),"Shopping, Thumbnail, Knowledge panel, People also ask, Sitelinks",350,68,0.06,6,0,12,https://www.tokyoweekender.com/food-and-drink/5-best-convenience-store-chocolates-to-try/,,2025-09-18 21:39:46,false,true,true,false,false,false
lactose free milk in japan,JP,Japan,Japan (Location),"People also ask, Thumbnail, Video preview, Sitelinks",200,0,0.07,6,0,9,https://www.tokyoweekender.com/food-and-drink/japanese-milk/,,2025-09-06 05:04:58,false,true,false,false,false,true
love hotels in shibuya,JP,Japan,Shibuya (Location),"Thumbnail, Sitelinks",40,0,0.26,6,0,2,https://www.tokyoweekender.com/japan-life/dogenzaka-love-hotel-hill/,,2025-09-25 10:24:09,false,true,false,false,false,true
tokyo 3d billboard,JP,Japan,Tokyo (Location),"Knowledge panel, Video preview",200,0,0.57,6,0,9,https://www.tokyoweekender.com/entertainment/tech-trends/3d-billboards-tokyo/,,2025-09-13 20:18:24,false,true,false,false,false,true
japanese yokai,JP,Japan,,"Sitelinks, Thumbnail, Video preview",200,28,0.09,6,0,10,https://www.tokyoweekender.com/japan-life/news-and-opinion/10-most-famous-yokai-spirits-of-japanese-folklore/,,2025-09-06 23:46:16,false,true,false,false,false,false
sunrise in tokyo,JP,Japan,Tokyo (Location),,400,0,0.70,6,0,7,https://www.tokyoweekender.com/travel/best-sunrise-spots-in-tokyo-2025/,,2025-09-09 16:34:44,false,true,false,false,false,true
japanese slang,JP,Japan,,"Sitelinks, Knowledge card, AI Overview, People also ask",200,1,0.01,6,0,10,https://www.tokyoweekender.com/japan-life/japanese-language/5-japanese-slang-words-to-sound-like-a-local/,,2025-09-16 19:15:10,false,true,false,false,false,false
food waste problem,JP,Japan,,People also ask,40,77,,6,0,2,https://www.tokyoweekender.com/japan-life/news-and-opinion/japan-food-waste-problem/,,2025-09-18 07:37:27,false,true,false,false,false,false
japanese hair care,JP,Japan,,"Thumbnail, Sitelinks, Shopping",70,0,0.08,6,0,5,https://www.tokyoweekender.com/health-and-beauty/5-must-try-japanese-hair-masks-to-improve-your-hair-quality/,,2025-09-16 22:53:19,false,true,true,false,false,false
japanese wisteria,JP,Japan,,"Thumbnail, People also ask, Shopping, Video preview, Sitelinks, Knowledge panel",100,3,,6,0,2,https://www.tokyoweekender.com/art_and_culture/japanese-culture/wisteria-in-japan/,People also ask,2025-09-10 11:31:33,false,true,false,false,false,false
second hand shop tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks",150,1,0.14,6,0,8,https://www.tokyoweekender.com/art_and_culture/fashion/thrifting-in-tokyo/,,2025-09-19 06:18:06,false,true,false,false,false,true
ikejiri ohashi station,JP,Japan,Ikejiri Ohashi Station (Location),"Sitelinks, Thumbnail, People also ask, Knowledge panel, Video preview",200,0,0.04,5,0,9,https://www.tokyoweekender.com/japan-life/tokyo-neighborhood-guide-ikejiri-ohashi/,,2025-09-05 07:32:05,false,true,false,false,false,true
sun messe nichinan,JP,Japan,Sun Messe Nichinan (Location),"Thumbnail, People also ask, Video preview",500,1,0.01,5,0,9,https://www.tokyoweekender.com/art_and_culture/japanese-culture/sun-messe-nichinan-moai-statues-miyazaki/,,2025-09-15 06:40:11,false,true,false,false,true,true
date ideas in tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview",50,0,0.28,5,0,4,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/35-tokyo-date-ideas/,,2025-09-02 18:58:06,false,true,false,false,false,true
ghibli exhibition tokyo,JP,Japan,"Ghibli Exhibition (Event), Tokyo (Location)","Local pack, Thumbnail, Sitelinks, Video preview",350,1,0.35,5,0,13,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/new-studio-ghibli-sculpture-exhibition-in-tokyo/,,2025-09-05 20:31:06,false,true,false,false,true,true
best japanese face moisturizer,JP,Japan,,"Sitelinks, People also ask, Video preview",90,0,,5,0,6,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-18 05:31:10,false,true,true,false,false,false
therapy in japan,JP,Japan,Japan (Location),"Sitelinks, Local pack",70,12,3.70,5,0,5,https://www.tokyoweekender.com/japan-life/therapy-in-japan/,,2025-09-04 14:09:12,false,true,false,false,false,true
yellow shinkansen,JP,Japan,"Doctor Yellow Shinkansen (Product), Shinkansen (Product)","AI Overview, Thumbnail, Sitelinks, People also ask, Knowledge panel",150,6,,5,0,9,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japan-bullet-train-dr-yellow-shinkansen/,,2025-09-19 08:02:07,false,true,false,false,true,false
tokyo this weekend,JP,Japan,Tokyo (Location),Sitelinks,350,19,0.24,5,0,5,https://www.tokyoweekender.com/,,2025-09-17 04:45:16,false,true,false,false,false,true
branded bags in japan,JP,Japan,"branded bags (Product), Japan (Location)","Sitelinks, Thumbnail, Video preview, Shopping",90,1,0.24,5,0,6,https://www.tokyoweekender.com/art_and_culture/fashion/where-to-shop-for-vintage-designer-bags-in-tokyo/,,2025-09-21 00:13:39,false,true,true,false,true,true
color contact lenses,JP,Japan,,"Thumbnail, Sitelinks, Shopping, People also ask",90,1,0.42,5,0,4,https://www.tokyoweekender.com/health-and-beauty/the-complete-guide-to-japanese-colored-contacts-types-and-where-to-buy/,People also ask,2025-09-17 16:07:02,false,true,true,true,false,false
autumn leaves near me,JP,Japan,,"Thumbnail, Sitelinks",50,1,,5,0,3,https://www.tokyoweekender.com/travel/saitama-autumn-foliage-spots/,,2025-09-20 01:15:12,false,true,false,false,false,true
things to do in tokyo this week,JP,Japan,Tokyo (Location),Knowledge panel,150,24,0.21,5,0,8,https://www.tokyoweekender.com/event-calendar/,,2025-09-20 23:33:27,false,true,false,false,false,true
nail salon tokyo english,JP,Japan,Tokyo (Location),"Local pack, Sitelinks, Video preview",40,3,0.60,5,0,4,https://www.tokyoweekender.com/health-and-beauty/english-friendly-nail-salons-in-tokyo/,,2025-09-03 19:28:31,false,true,true,false,false,true
kit kat store japan,JP,Japan,"Kit Kat (Product), Japan (Location)","Local teaser, Thumbnail",70,0,,5,0,6,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-19 08:19:04,false,true,true,false,true,true
pop life department m's reviews,JP,Japan,"Pop Life Department M's (Location), M's Pop Life Department Store (Location)","Knowledge panel, Sitelinks",100,0,,5,0,7,https://www.tokyoweekender.com/japan-life/ms-pop-life-a-visit-to-japans-biggest-sex-shop/,,2025-09-01 05:12:36,false,true,false,false,true,false
japanese subcultures,JP,Japan,,"AI Overview, Thumbnail",90,1,,5,0,7,https://www.tokyoweekender.com/art_and_culture/obsessed-irwin-wong-japan-subcultures/,,2025-09-18 16:08:23,false,true,false,false,false,false
sauna japan,JP,Japan,Japan (Location),"Sitelinks, People also ask, Local teaser, Thumbnail",60,3,,5,0,5,https://www.tokyoweekender.com/japan-life/how-to-sauna-like-a-local-in-japan/,,2025-09-25 11:27:21,false,true,false,false,false,false
b blood type personality,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, People also ask",60,7,,5,0,1,https://www.tokyoweekender.com/japan-life/japans-blood-type-personalities-a-guide-to-ketsuekigata/,AI Overview,2025-09-19 17:07:32,false,true,false,false,false,false
geisha district,JP,Japan,,"Thumbnail, People also ask",300,35,0.33,5,0,7,https://www.tokyoweekender.com/art_and_culture/japanese-culture/a-guide-to-tokyos-geisha-districts/,,2025-09-17 17:02:48,false,true,false,false,false,false
kitkat store japan,JP,Japan,"KitKat (Product), Japan (Location)","Local teaser, Thumbnail, Sitelinks, Video preview, People also ask",70,1,,5,0,6,https://www.tokyoweekender.com/food-and-drink/a-guide-to-shopping-for-unusual-kit-kats/,,2025-09-07 15:12:53,false,true,true,false,true,true
toei oedo line,JP,Japan,Toei Ōedo Line (Event),"Sitelinks, People also ask, Thumbnail",450,3,0.05,5,0,11,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/ed-sheeran-takes-over-the-oedo-line/,,2025-09-09 19:23:58,false,true,false,false,true,false
tokyo this week,JP,Japan,Tokyo (Location),Sitelinks,80,26,0.11,5,0,6,https://www.tokyoweekender.com/event-calendar/,,2025-09-14 12:02:20,false,true,false,false,false,true
japanese dog,JP,Japan,,"Thumbnail, AI Overview, People also ask, Video preview",150,7,0.26,5,0,6,https://www.tokyoweekender.com/art_and_culture/japanese-culture/japan-native-dog-breeds-shiba-akita-inu/,,2025-09-12 11:49:25,false,true,false,false,false,false
japanese face moisturizer,JP,Japan,,"Sitelinks, Shopping, Thumbnail",50,0,0.38,5,0,4,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-23 00:18:11,false,true,true,false,false,false
japanese shibari,JP,Japan,,,50,1,,5,0,4,https://www.tokyoweekender.com/art_and_culture/hajime-kinoko-shibari/,,2025-09-23 22:52:00,false,true,false,false,false,false
where to buy english books in japan,JP,Japan,Japan (Location),"Local teaser, Sitelinks, People also ask, Thumbnail",50,1,,5,0,5,https://www.tokyoweekender.com/art_and_culture/books-and-literature/where-to-find-english-books-in-tokyo/,,2025-09-17 10:52:04,false,true,true,true,false,true
japan face moisturizer,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Shopping",70,0,0.71,5,0,5,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-17 23:24:32,false,true,true,true,false,false
stationary shop,JP,Japan,,"Local teaser, People also ask, Thumbnail, Sitelinks",100,28,0.72,5,0,8,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-07 07:53:02,false,true,true,false,false,false
ikejiri ohashi,JP,Japan,Ikejiri Ohashi Station (Location),"Local teaser, Sitelinks, Thumbnail",200,11,1.06,5,0,6,https://www.tokyoweekender.com/japan-life/tokyo-neighborhood-guide-ikejiri-ohashi/,,2025-09-24 12:30:17,false,true,false,false,false,true
indian restaurants near me,JP,Japan,,"Local teaser, Video preview",400,0,0.18,5,0,7,https://www.tokyoweekender.com/food-and-drink/authentic-indian-food-tokyo/,,2025-09-24 06:27:53,false,true,true,true,false,true
yokocho shibuya,JP,Japan,Shibuya Yokocho (Location),"Sitelinks, Thumbnail, Video preview",200,3,0.14,5,0,10,https://www.tokyoweekender.com/the-concierge/shibuya-yokocho/,,2025-09-07 19:54:09,false,true,false,false,true,true
giri giri meaning,JP,Japan,,"Featured snippet, People also ask, Sitelinks, Thumbnail",150,0,,5,0,8,https://www.tokyoweekender.com/art_and_culture/japanese-culture/useful-japanese-onomatopoeia/,,2025-09-15 15:49:13,false,true,false,false,false,false
cremia ice cream tokyo,JP,Japan,"Cremia ice cream (Product), Tokyo (Location)","Sitelinks, Thumbnail, Local teaser",150,0,,5,0,10,https://www.tokyoweekender.com/tw-collabs/why-cremia-softcream-is-one-of-japans-must-try-desserts/,,2025-09-16 19:41:07,false,true,false,false,true,true
chidorigafuchi lantern festival,JP,Japan,Chidorigafuchi Lantern Festival (Event),"Thumbnail, People also ask",100,1,,5,0,7,https://www.tokyoweekender.com/event/lantern-floating-festival-at-chidori-ga-fuchi-moat/,,2025-09-11 15:28:22,false,true,false,false,false,true
yokocho tokyo,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, Video preview",150,9,0.41,5,0,9,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/12-best-tokyo-yokocho-alleys-in-tokyo/,,2025-09-03 19:17:40,false,true,false,false,false,true
japanese mango,JP,Japan,,"Sitelinks, People also ask, Video preview, Top stories",80,2,0.10,5,0,6,https://www.tokyoweekender.com/food-and-drink/the-worlds-most-expensive-mango/,,2025-09-07 16:02:38,false,true,true,false,false,false
gingko nuts,JP,Japan,,"People also ask, Thumbnail, Video preview, Sitelinks",80,0,0.03,5,0,6,https://www.tokyoweekender.com/food-and-drink/ginkgo-nuts-japans-secret-superfood/,,2025-09-05 13:11:33,false,true,false,false,false,false
famous japanese,JP,Japan,,"AI Overview, Thumbnail, People also ask",90,0,,5,0,1,https://www.tokyoweekender.com/entertainment/most-famous-living-person-in-japan/,AI Overview,2025-09-12 12:29:04,false,true,false,false,false,false
stationery shop tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview",30,0,0.18,5,0,2,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-shop-for-japanese-stationery-in-tokyo/,,2025-09-02 10:38:14,false,true,false,false,false,true
japan best moisturizer,JP,Japan,Japan (Location),"Sitelinks, People also ask, Shopping, Thumbnail",60,0,0.65,5,0,5,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-18 09:22:50,false,true,true,false,false,false
best moisturizer japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Video preview, Shopping",60,0,0.65,5,0,5,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-04 01:10:33,false,true,true,false,false,false
japanese tits,JP,Japan,,Knowledge card,350,0,,5,0,11,https://www.tokyoweekender.com/japan-life/news-and-opinion/japanese-tit-bird-etiquette/,,2025-09-19 00:03:08,false,true,false,false,false,false
osechi meaning,JP,Japan,Osechi (Work),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",100,7,,5,0,9,https://www.tokyoweekender.com/art_and_culture/japanese-culture/meaning-osechi-ryori-japan-traditional-new-year-food/,,2025-09-08 09:53:26,false,true,false,false,false,false
yoshie shiratori,JP,Japan,Yoshie Shiratori (Person),"Thumbnail, People also ask, Sitelinks, Knowledge panel",50,2,,5,0,4,https://www.tokyoweekender.com/art_and_culture/japanese-culture/yoshie-shiratori/,,2025-09-22 13:04:22,false,true,false,false,false,false
event in tokyo,JP,Japan,Tokyo (Location),Sitelinks,150,18,0.28,5,0,9,https://www.tokyoweekender.com/event-calendar/,,2025-09-21 21:48:00,false,true,false,false,false,true
3d billboard japan,JP,Japan,Japan (Location),"Thumbnail, Video preview",100,1,,5,0,7,https://www.tokyoweekender.com/entertainment/tech-trends/3d-billboards-tokyo/,,2025-09-25 08:56:25,false,true,false,false,false,false
animal cafes tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Local teaser, Sitelinks, Video preview",350,30,0.05,4,0,14,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/ethical-dog-cafes-tokyo/,,2025-09-07 01:20:25,false,true,false,false,false,true
face cream in japan,JP,Japan,,"Thumbnail, Shopping, Sitelinks",150,0,0.91,4,0,9,https://www.tokyoweekender.com/health-and-beauty/5-japanese-moisturizers-for-your-skin-this-winter/,,2025-09-19 13:49:05,false,true,true,true,false,true
host clubs in japan,JP,Japan,Japan (Location),"Sitelinks, Video preview",50,2,,4,0,4,https://www.tokyoweekender.com/japan-life/news-and-opinion/visiting-a-host-club-in-tokyo/,,2025-09-06 03:54:40,false,true,false,false,false,true
japanese apps,JP,Japan,,"Sitelinks, Knowledge panel",30,6,0.39,4,0,2,https://www.tokyoweekender.com/entertainment/tech-trends/japanese-learning-apps-the-final-verdict/,,2025-09-21 21:47:20,false,true,false,false,false,false
giant buddha statue japan,JP,Japan,Japan (Location),"AI Overview, Thumbnail, Sitelinks",50,21,,4,0,6,https://www.tokyoweekender.com/travel/7-must-see-giant-buddha-statues-in-japan/,,2025-09-12 02:01:16,false,true,false,false,false,false
ab blood type personality,JP,Japan,,"Sitelinks, People also ask",70,7,,4,0,6,https://www.tokyoweekender.com/japan-life/japans-blood-type-personalities-a-guide-to-ketsuekigata/,,2025-09-19 22:13:49,false,true,false,false,false,false
tokyo nightclubs,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks",90,13,0.52,4,0,8,https://www.tokyoweekender.com/things-to-do-in-tokyo/where-to-go-clubbing-in-tokyo-a-guide-to-the-citys-best-nightclubs/,,2025-09-25 17:41:32,false,true,false,false,false,true
train museum,JP,Japan,,"Local teaser, Thumbnail, Sitelinks, Video preview",200,74,0.12,4,0,9,https://www.tokyoweekender.com/travel/japan-railroad-museums/,,2025-09-06 03:47:31,false,true,false,false,false,false
nengajo,JP,Japan,Nengajo (Product),"AI Overview, Thumbnail, People also ask, Knowledge panel",50,19,0.82,4,0,4,https://www.tokyoweekender.com/art_and_culture/nengajo-japans-new-years-card-tradition-and-how-to-send-your-own/,,2025-09-11 09:07:02,false,true,false,false,false,false
best club tokyo,JP,Japan,Tokyo (Location),"Local teaser, Thumbnail, Sitelinks, Video preview",40,0,0.48,4,0,5,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/where-to-go-clubbing-in-tokyo-a-guide-to-the-citys-best-nightclubs/,,2025-09-18 04:02:44,false,true,false,false,false,true
japanese dialects,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",100,4,,4,0,8,https://www.tokyoweekender.com/art_and_culture/japanese-culture/learn-japanese-dialects/,,2025-09-05 23:41:46,false,true,false,false,false,false
best apps for learning japanese,JP,Japan,,"Sitelinks, Video preview",40,5,0.31,4,0,3,https://www.tokyoweekender.com/entertainment/tech-trends/japanese-learning-apps-the-final-verdict/,,2025-09-03 12:41:26,false,true,false,false,false,false
tokyo geisha,JP,Japan,Tokyo (Location),"Sitelinks, Video preview, Thumbnail",40,5,0.26,4,0,3,https://www.tokyoweekender.com/art_and_culture/japanese-culture/a-guide-to-tokyos-geisha-districts/,,2025-09-09 01:01:18,false,true,false,false,false,true
pet supply store,JP,Japan,,"Local teaser, Thumbnail, People also ask, Sitelinks",30,75,,4,0,3,https://www.tokyoweekender.com/japan-life/news-and-opinion/japanese-pet-supply-stores-an-animal-lovers-paradise/,,2025-09-23 16:41:06,false,true,true,false,false,false
japanese furniture store,JP,Japan,,"Local teaser, Sitelinks, Thumbnail",30,0,0.39,4,0,3,https://www.tokyoweekender.com/japan-life/things-to-do-in-tokyo/best-furniture-stores-in-tokyo/,,2025-09-17 08:54:03,false,true,true,false,false,false
working holiday visa in japan,JP,Japan,Japan (Location),"AI Overview, Sitelinks, People also ask, Video preview",70,9,0.49,4,0,7,https://www.tokyoweekender.com/japan-life/news-and-opinion/working-holiday-in-japan/,,2025-09-05 22:21:37,false,true,false,false,false,true
kumamoto bear,JP,Japan,Kumamon (Work),"Thumbnail, Sitelinks, People also ask",300,23,,4,0,8,https://www.tokyoweekender.com/art_and_culture/japanese-culture/how-kumamon-took-over-the-world/,,2025-09-16 23:36:17,false,true,false,false,true,true
tokyo robot,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Video preview, Sitelinks",40,17,0.20,4,0,5,https://www.tokyoweekender.com/entertainment/tech-trends/tokyo-robots/,,2025-09-01 19:48:03,false,true,false,false,false,true
japanese supermarket,JP,Japan,,"Local teaser, Thumbnail, Sitelinks, Video preview",300,30,0.09,4,0,14,https://www.tokyoweekender.com/food-and-drink/japan-supermarket-guide/,,2025-09-06 15:57:52,false,true,false,false,false,false
kit kat japan flavors,JP,Japan,"Kit Kat (Product), Japan (Location)","Sitelinks, Shopping, Thumbnail, Video preview",50,5,0.19,4,0,5,https://www.tokyoweekender.com/food-and-drink/47-japanese-kitkats-for-47-prefectures/,,2025-09-13 06:39:22,false,true,false,false,true,false
running tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks",30,1,0.15,4,0,3,https://www.tokyoweekender.com/health-and-beauty/the-runners-guide-to-tokyo-recommended-routes-and-tips/,,2025-09-13 19:46:11,false,true,false,false,false,true
best chocolate japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Shopping",30,0,,4,0,3,https://www.tokyoweekender.com/food-and-drink/5-best-convenience-store-chocolates-to-try/,,2025-09-23 13:17:50,false,true,true,false,false,false
japanese monks,JP,Japan,,"AI Overview, Thumbnail, Video preview",30,5,,4,0,1,https://www.tokyoweekender.com/art_and_culture/japanese-culture/5-fascinating-monks-japanese-history/,AI Overview,2025-09-13 06:20:27,false,true,false,false,false,false
japanese drugstore,JP,Japan,,"Thumbnail, Sitelinks, Local teaser",150,1,0.11,4,0,9,https://www.tokyoweekender.com/health-and-beauty/japanese-drugstore-beauty-recommendations/,,2025-09-24 03:27:29,false,true,true,false,false,false
stamps in japan,JP,Japan,Japan (Location),"Thumbnail, Sitelinks, Video preview",150,4,0.05,4,0,10,https://www.tokyoweekender.com/travel/japan-stamp-rally/,,2025-09-14 12:16:12,false,true,false,false,false,true
robot tokyo,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview",70,13,0.14,4,0,3,https://www.tokyoweekender.com/entertainment/tech-trends/tokyo-robots/,,2025-09-05 16:53:49,false,true,false,false,false,true
