Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
東京観光 スポット,JP,Japan,,"Thumbnail, Sitelinks, Knowledge panel, People also ask",100,31,,6,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-22 15:08:27,false,true,false,false,false,true
東京 すること,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",200,29,0.03,6,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-21 15:20:12,false,true,false,false,false,true
東京都おすすめスポット,JP,Japan,Tokyo Metropolis (Location),"Sitelinks, People also ask, Knowledge panel, Thumbnail",150,30,0.05,6,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-17 02:16:26,false,true,false,false,false,true
東京見所,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Knowledge panel, Thumbnail",100,31,0.03,6,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-18 17:18:47,false,true,false,false,false,true
東京観光,CA,Canada,,"Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",60,40,0.05,6,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-06 11:42:34,false,true,false,false,false,true
東京みどころ,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask",40,30,,6,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-12 19:48:49,false,true,false,false,false,true
東京,TH,Thailand,Tokyo (Location),"Top stories, Thumbnail, Sitelinks, People also ask, Videos, Video preview, Knowledge panel",250,73,0.05,6,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-11 23:39:38,false,true,false,false,false,true
東京の観光名所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",80,30,0.01,5,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-24 23:41:51,false,true,false,false,false,true
東京観光場所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",150,31,0.01,5,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-23 09:57:04,false,true,false,false,false,true
東京 観光,RU,Russian Federation,Tokyo (Location),"Knowledge panel, Sitelinks, Thumbnail, People also ask",100,39,,5,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-21 03:17:04,false,true,false,false,false,true
東京オススメ,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",150,31,,5,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-11 03:54:56,false,true,false,false,false,true
東京都の有名な場所,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",150,31,,5,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-10 00:33:05,false,true,false,false,false,true
東京 観光,DE,Germany,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",80,46,,5,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-23 05:23:09,false,true,false,false,false,true
東京 みどころ,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",50,31,,5,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-10 07:57:37,false,true,false,false,false,true
東京 観光地,US,United States,Tokyo (Location),"Sitelinks, Knowledge panel, People also ask",80,31,,5,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-13 05:19:05,false,true,false,false,false,true
観光スポット東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",60,31,,5,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-13 06:27:24,false,true,false,false,false,true
都内観光スポット,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",200,30,0.03,5,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-08 00:23:44,false,true,false,false,false,true
東京 旅行 観光,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask, Video preview, Knowledge panel",90,30,0.08,5,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-10 10:39:54,false,true,false,false,false,true
东京,TH,Thailand,Tokyo (Location),"Thumbnail, Knowledge panel, Sitelinks, People also ask",50,93,0.06,5,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-19 07:19:52,false,true,false,false,false,true
おすすめ東京観光,JP,Japan,Tokyo (Location),"Thumbnail, AI Overview, Sitelinks, People also ask, Knowledge panel",90,31,0.06,5,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-25 20:06:50,false,true,false,false,false,true
東京ガイド,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask, Knowledge panel",20,26,0.06,5,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-24 03:19:11,false,true,false,false,false,true
東京 おすすめ観光,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",150,31,0.01,5,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-18 19:26:58,false,true,false,false,false,true
都内 観光,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, Knowledge panel, People also ask, Sitelinks",2000,38,0.03,5,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-20 02:50:04,false,true,false,false,false,true
東京で有名な場所,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",150,31,0.70,4,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-14 06:50:26,false,true,false,false,false,true
東京 おすすめの場所,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",150,31,0.01,4,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-16 11:39:22,false,true,false,false,false,true
東京,NL,Netherlands,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Top stories, Knowledge panel",100,70,,4,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-10 04:01:11,false,true,false,false,false,true
東京かんこう,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask, Video preview",150,39,0.01,4,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-12 20:14:23,false,true,false,false,false,true
東京 観光,TH,Thailand,Tokyo (Location),"Thumbnail, AI Overview, Sitelinks, People also ask, Video preview, Knowledge panel",60,46,0.05,4,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-25 05:25:25,false,true,false,false,false,true
日本东京,JP,Japan,Tokyo (Location),"People also ask, Sitelinks, Thumbnail, Knowledge panel",60,93,,4,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-06 00:25:40,false,true,false,false,false,true
観光地 東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",400,19,0.02,4,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-07 14:01:29,false,true,false,false,false,true
都内おすすめスポット,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",200,30,0.01,4,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-10 07:04:07,false,true,false,false,false,true
東京都の観光スポット,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",40,39,0.20,4,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-14 09:47:37,false,true,false,false,false,true
東京,DE,Germany,Tokyo (Location),"People also ask, Sitelinks, Thumbnail, Knowledge panel",150,70,0.07,4,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-15 18:31:23,false,true,false,false,false,true
東京 観光,FR,France,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Knowledge panel",40,46,,4,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-13 13:40:48,false,true,false,false,false,true
東京観光するなら,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",100,31,0.03,4,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-01 22:14:28,false,true,false,false,false,true
東京 観光 おすすめ,US,United States,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask, Video preview",50,39,,4,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-03 01:13:32,false,true,false,false,false,true
tokyo tourism,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, Video preview",70,69,0.14,3,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-06 16:39:22,false,true,false,false,false,true
東京 観光施設,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask, Video preview",40,31,0.03,3,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-08 01:53:38,false,true,false,false,false,true
東京 案内,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask",30,38,,3,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-18 00:31:03,false,true,false,false,false,true
東京 観光,TW,Taiwan,Tokyo (Location),"Sitelinks, Thumbnail, Knowledge panel, People also ask",60,31,,3,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-12 17:21:04,false,true,false,false,false,true
おすすめスポット 東京,JP,Japan,Tokyo (Location),"People also ask, Knowledge panel, Thumbnail, Sitelinks",100,30,0.01,3,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-16 14:08:42,false,true,false,false,false,true
観光情報,JP,Japan,,"Thumbnail, People also ask, Knowledge panel",150,84,,3,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-13 01:03:58,false,true,false,false,false,false
japan tokyo,JP,Japan,"Japan (Location), Tokyo (Location)","Thumbnail, People also ask, Knowledge panel, Sitelinks",500,86,0.06,3,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-22 10:27:32,false,true,false,false,false,true
外国人 観光 東京,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Video preview, People also ask",150,21,0.02,3,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-06 02:02:03,false,true,false,false,false,true
東京観光 おすすめ,US,United States,,"Sitelinks, Knowledge panel, People also ask, Thumbnail",50,39,,3,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-20 20:02:41,false,true,false,false,false,true
東京の見どころ 観光,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks",50,31,,3,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-21 17:25:40,false,true,false,false,false,true
東京観光,KR,South Korea,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask, Discussions and forums",60,39,0.02,3,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-23 04:23:51,false,true,false,false,false,true
東京オススメスポット,JP,Japan,Tokyo (Location),"Thumbnail, AI Overview, Sitelinks",90,30,,3,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-19 03:24:27,false,true,false,false,false,true
ゴートゥー東京,JP,Japan,Tokyo (Location),"People also ask, Video preview, Thumbnail",0,1,,3,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-08 09:12:59,false,true,false,false,false,true
東京の見どころ,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Knowledge panel",40,31,0.02,3,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-21 09:13:44,false,true,false,false,false,true
東京 観光,ES,Spain,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",40,40,,3,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-06 03:10:40,false,true,false,false,false,true
日本東京,US,United States,Tokyo (Location),"AI Overview, Thumbnail, Knowledge panel, People also ask, Sitelinks",40,84,,3,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-23 16:51:30,false,true,false,false,false,true
東京観光デジタルパンフレットギャラリー,JP,Japan,,"Sitelinks, People also ask, Knowledge panel",80,0,,3,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-19 19:59:36,false,true,false,false,false,true
go to 東京,JP,Japan,Tokyo (Location),"Sitelinks, People also ask",10,0,0.18,3,0,1,https://www.gotokyo.org/jp/index.html,,2025-09-24 11:28:17,false,true,false,false,false,true
東京おすすめの場所,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Knowledge panel",200,18,0.01,3,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-12 08:48:33,false,true,false,false,false,true
東京 見所,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Knowledge panel",30,31,0.03,3,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-18 09:24:42,false,true,false,false,false,true
東京 観光,SG,Singapore,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",30,30,0.02,3,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-04 18:24:42,false,true,false,false,false,true
東京都旅行,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, Knowledge panel, AI Overview, People also ask, Sitelinks",50,31,0.19,3,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-10 21:00:12,false,true,false,false,false,true
トーキョー,JP,Japan,Tokyo (Location),"People also ask, Sitelinks",400,59,,3,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-17 20:00:02,false,true,true,false,false,true
東京都の観光地,JP,Japan,Tokyo Metropolis (Location),"People also ask, Knowledge panel, Thumbnail, Sitelinks",150,40,0.20,3,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-07 09:05:44,false,true,false,false,false,true
東京ですること,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",100,30,,3,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-09 21:54:04,false,true,false,false,false,true
東京,TR,Turkey,Tokyo (Location),"People also ask, Sitelinks, Thumbnail, Top stories, Video preview, Knowledge panel",100,72,0.20,3,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-15 07:41:43,false,true,false,false,false,true
東京,BR,Brazil,Tokyo (Location),"Top stories, Thumbnail, Sitelinks, People also ask, Knowledge panel",150,73,0.10,3,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-11 22:51:43,false,true,false,false,false,true
スポット 東京,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",30,16,0.20,3,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-04 23:34:15,false,true,false,false,false,true
東京 おすすめ観光スポット,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",80,31,,3,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-22 11:43:52,false,true,false,false,false,true
有名 東京,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Knowledge panel, Sitelinks",70,31,,3,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-18 05:14:04,false,true,false,false,false,true
観光名所 東京,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",60,31,0.01,3,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-07 05:24:55,false,true,false,false,false,true
東京 付近 観光,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel",20,16,0.17,3,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-12 18:49:25,false,true,false,false,false,true
東京付近観光,JP,Japan,,"Thumbnail, Sitelinks, Video preview, Knowledge panel",20,31,0.33,3,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-08 23:33:44,false,true,false,false,false,true
東京旅行おすすめ,JP,Japan,,"Thumbnail, People also ask, Sitelinks",100,31,0.02,2,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-20 03:58:55,false,true,false,false,false,true
東京 観光,HK,Hong Kong,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",40,39,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-08-29 21:29:43,false,true,false,false,false,true
東京,IT,Italy,Tokyo (Location),"Knowledge panel, Sitelinks, People also ask, Thumbnail, Top stories",100,72,0.07,2,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-17 10:58:18,false,true,false,false,false,true
東京有名スポット,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks, Video preview, Knowledge panel",150,18,,2,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-03 01:09:47,false,true,false,false,false,true
東京 有名スポット,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Knowledge panel, Sitelinks",150,31,,2,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-17 19:47:31,false,true,false,false,false,true
東京 おすすめスポット,US,United States,Tokyo (Location),"AI Overview, Knowledge panel, Sitelinks, Video preview",30,39,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-08 04:03:45,false,true,false,false,false,true
東京観光スポット,US,United States,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask",40,31,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-21 12:38:30,false,true,false,false,false,true
東京観光人気,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Knowledge panel",70,31,0.02,2,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-15 13:21:19,false,true,false,false,false,true
東京 かんこう,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, AI Overview",100,38,0.01,2,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-24 17:03:31,false,true,false,false,false,true
東京観光,GB,United Kingdom,Tokyo (Location),"Sitelinks, People also ask, Thumbnail, Video preview, Knowledge panel",30,47,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-09 19:32:16,false,true,false,false,false,true
都内 おすすめスポット,JP,Japan,Tokyo Metropolitan Area (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",250,17,0.03,2,0,16,https://www.gotokyo.org/jp/index.html,,2025-09-04 04:31:17,false,true,false,false,false,true
東京すること,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, People also ask, Knowledge panel, Video preview",100,30,0.04,2,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-04 20:29:19,false,true,false,false,false,true
東京 おすすめ,US,United States,Tokyo (Location),"Knowledge panel, People also ask, Sitelinks, Thumbnail",30,31,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-20 13:51:11,false,true,false,false,false,true
東京 観光 人気,JP,Japan,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask, Video preview",80,31,,2,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-05 19:32:32,false,true,false,false,false,true
日本東京,CA,Canada,Tokyo (Location),"Sitelinks, Thumbnail, Knowledge panel, People also ask",10,74,,2,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-18 20:12:40,false,true,false,false,false,true
東京 観光 楽しい,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask, Knowledge panel",60,31,,2,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-21 08:20:22,false,true,false,false,false,true
東京,PE,Peru,Tokyo (Location),"Sitelinks, Knowledge panel, Thumbnail, People also ask, Top stories",20,72,,2,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-17 15:17:57,false,true,false,false,false,true
東京都の,JP,Japan,Tokyo Metropolis (Location),"Sitelinks, Knowledge panel, People also ask, Top stories, Thumbnail",50,54,,2,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-25 00:23:51,false,true,false,false,false,true
都内スポット,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",40,30,,2,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-25 04:40:15,false,true,false,false,false,true
東京観光といえば,JP,Japan,,"AI Overview, Thumbnail, Sitelinks, Knowledge panel, People also ask, Video preview",150,31,0.01,2,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-08 18:07:32,false,true,false,false,false,true
東京 見物,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Knowledge panel, Thumbnail",40,30,0.01,2,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-21 06:08:58,false,true,false,false,false,true
都内巡り,JP,Japan,,"Sitelinks, Thumbnail, People also ask",70,30,,2,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-15 21:02:26,false,true,false,false,false,true
東京 観光客,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",100,23,,2,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-07 04:57:28,false,true,false,false,false,true
東京,PH,Philippines,Tokyo (Location),"Knowledge panel, People also ask, Sitelinks, Thumbnail, Top stories",90,72,0.07,2,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-20 11:13:04,false,true,false,false,false,true
東京 日本、東京都,JP,Japan,Tokyo Metropolis (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",50,61,,2,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-08 04:59:05,false,true,false,false,false,true
東京観光,DE,Germany,,"Sitelinks, Knowledge panel, People also ask, Thumbnail",20,46,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-20 01:53:12,false,true,false,false,false,true
東京,ES,Spain,Tokyo (Location),"Knowledge panel, Sitelinks, Thumbnail, People also ask, Top stories",70,72,0.10,2,0,3,https://www.gotokyo.org/jp/index.html,,2025-09-18 16:27:58,false,true,false,false,false,true
東京都 観光名所,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",100,18,0.01,2,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-03 18:54:13,false,true,false,false,false,true
東京旅行,KR,South Korea,,"Thumbnail, People also ask, Knowledge panel, Sitelinks",30,31,0.14,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-24 19:05:32,false,true,false,false,false,true
東京で観光するなら,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",50,30,0.04,2,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-21 04:12:04,false,true,false,false,false,true
東京,DK,Denmark,Tokyo (Location),"People also ask, Sitelinks, Thumbnail, Top stories",10,70,,2,0,2,https://www.gotokyo.org/jp/index.html,,2025-09-20 04:54:05,false,true,false,false,false,true
東京近辺 観光,JP,Japan,Tokyo Area (Location),"Thumbnail, AI Overview, Knowledge panel, People also ask, Sitelinks, Video preview",250,0,0.03,2,0,17,https://www.gotokyo.org/jp/index.html,,2025-09-07 02:10:04,false,true,false,false,false,true
東京,MX,Mexico,Tokyo (Location),"Sitelinks, Knowledge panel, People also ask, Thumbnail, Top stories",100,73,0.10,2,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-17 08:06:22,false,true,false,false,false,true
東京観光,FR,France,,"Thumbnail, Knowledge panel, People also ask, Sitelinks, Video preview",20,40,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-04 18:09:04,false,true,false,false,false,true
東京 旅行,KR,South Korea,Tokyo (Location),"Sitelinks, Thumbnail, Knowledge panel, People also ask",20,31,0.13,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-21 19:20:54,false,true,false,false,false,true
東京で,JP,Japan,Tokyo (Location),"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",200,57,0.04,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-05 05:11:57,false,true,false,false,false,true
東京観光,SG,Singapore,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask",20,40,0.02,2,0,4,https://www.gotokyo.org/jp/index.html,,2025-09-09 18:44:07,false,true,false,false,false,true
東京都内観光,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, People also ask, Knowledge panel, Sitelinks",100,38,0.03,2,0,12,https://www.gotokyo.org/jp/index.html,,2025-09-24 00:46:14,false,true,false,false,false,true
日本 東京,US,United States,Tokyo (Location),"Knowledge panel, People also ask, Sitelinks",30,83,,2,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-21 13:23:37,false,true,false,false,false,true
東京観光おすすめスポット,JP,Japan,,"Thumbnail, People also ask, Sitelinks",70,31,0.01,2,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-25 00:15:52,false,true,false,false,false,true
都内観光地,JP,Japan,Tokyo Metropolitan Area (Location),"Thumbnail, Knowledge panel, People also ask, Sitelinks",60,30,0.13,2,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-20 15:14:09,false,true,false,false,false,true
東京観光,TW,Taiwan,,"Sitelinks, Knowledge panel, People also ask, Thumbnail, Video preview",40,38,,2,0,6,https://www.gotokyo.org/jp/index.html,,2025-09-03 07:29:50,false,true,false,false,false,true
東京おすすめスポット,US,United States,Tokyo (Location),"Knowledge panel, People also ask",20,39,,2,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-23 10:52:06,false,true,false,false,false,true
東京おすすめ観光スポット,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",60,31,0.02,1,0,9,https://www.gotokyo.org/jp/index.html,,2025-09-22 18:49:24,false,true,false,false,false,true
東京おすすめ場所,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, AI Overview, Sitelinks, Video preview, Knowledge panel",150,30,0.01,1,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-07 19:09:42,false,true,false,false,false,true
都内旅行,JP,Japan,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,29,0.09,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-23 02:22:41,false,true,false,false,false,true
東京 観光,NL,Netherlands,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Knowledge panel",20,40,,1,0,5,https://www.gotokyo.org/jp/index.html,,2025-09-19 04:04:45,false,true,false,false,false,true
東京観光穴場,JP,Japan,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",1000,30,0.01,1,0,25,https://www.gotokyo.org/jp/index.html,,2025-09-25 04:38:50,false,true,false,false,false,true
東京都名所,JP,Japan,Tokyo Metropolis (Location),"Thumbnail, People also ask, Sitelinks",70,31,,1,0,10,https://www.gotokyo.org/jp/index.html,,2025-09-21 06:41:12,false,true,false,false,false,true
東京 なにがある,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview",100,30,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-07 22:22:52,false,true,false,false,false,true
6月 東京 観光,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Video preview",150,1,,1,0,15,https://www.gotokyo.org/jp/index.html,,2025-09-06 05:02:40,false,true,false,false,false,true
東京 レジャースポット,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, Knowledge panel, Video preview",150,2,0.03,1,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-05 16:42:03,false,true,false,false,false,true
東京なにがある,JP,Japan,Tokyo (Location),"Thumbnail, People also ask, Sitelinks, Video preview",100,31,,1,0,13,https://www.gotokyo.org/jp/index.html,,2025-09-08 20:13:11,false,true,false,false,false,true
東京観光,TH,Thailand,Tokyo (Location),"Thumbnail, Sitelinks, Knowledge panel, People also ask, Bottom ads, Paid sitelinks",30,39,0.05,1,0,7,https://www.gotokyo.org/jp/index.html,,2025-09-10 20:54:55,false,true,false,false,false,true
東京 巡り,JP,Japan,Tokyo (Location),"Sitelinks, Thumbnail, People also ask",40,30,0.32,1,0,8,https://www.gotokyo.org/jp/index.html,,2025-09-13 15:34:45,false,true,false,false,false,true
東京の人気スポット,JP,Japan,Tokyo (Location),"People also ask, Thumbnail, Sitelinks, Knowledge panel",80,31,0.21,1,0,11,https://www.gotokyo.org/jp/index.html,,2025-09-15 15:28:27,false,true,false,false,false,true
東京有名場所,JP,Japan,Tokyo (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Knowledge panel",90,18,,1,0,14,https://www.gotokyo.org/jp/index.html,,2025-09-12 16:28:57,false,true,false,false,false,true
